Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.
216.0,Will Richard,23.0,GSW,SG,17.0,7.0,302.0,0.544,16.3,0.422,0.211,0.167,0.022,0.022,0.578,0.737,0.947,0.533,0.0,1.0,0.404,0.643,0.952,0.033,3.0,0.404,0.476,0.0,0.0
217.0,Gradey Dick,22.0,TOR,SG,18.0,0.0,299.0,0.41,17.1,0.42,0.21,0.08,0.1,0.03,0.58,0.524,0.667,0.375,0.4,0.333,0.328,0.818,1.0,0.06,6.0,0.362,0.476,0.0,0.0
218.0,Nikola Jović,22.0,MIA,PF,14.0,1.0,299.0,0.402,15.4,0.5,0.206,0.255,0.02,0.02,0.5,0.51,0.619,0.462,0.5,0.0,0.294,0.654,1.0,0.01,1.0,0.137,0.143,0.0,0.0
219.0,Quinten Post,25.0,GSW,PF,19.0,8.0,297.0,0.444,19.5,0.303,0.121,0.111,0.03,0.04,0.697,0.7,0.833,0.636,0.667,0.5,0.333,0.714,1.0,0.061,6.0,0.246,0.412,0.0,0.0
220.0,Keon Ellis,26.0,SAC,SG,17.0,2.0,295.0,0.44,20.1,0.298,0.107,0.083,0.071,0.036,0.702,0.48,0.778,0.571,0.167,0.0,0.424,0.667,0.96,0.071,5.0,0.339,0.45,0.0,0.0
221.0,Craig Porter Jr.,25.0,CLE,PG,17.0,0.0,295.0,0.533,13.4,0.613,0.28,0.173,0.147,0.013,0.387,0.587,0.762,0.538,0.273,1.0,0.448,0.519,0.769,0.04,3.0,0.241,0.429,0.0,0.0
222.0,Jordan Goodwin,27.0,PHO,PG,15.0,2.0,294.0,0.448,15.5,0.543,0.19,0.152,0.143,0.057,0.457,0.509,0.75,0.5,0.333,0.167,0.375,0.448,0.889,0.019,2.0,0.375,0.389,0.0,0.0
223.0,Jalen Smith,25.0,CHI,C,17.0,0.0,290.0,0.481,15.7,0.436,0.308,0.105,0.0,0.023,0.564,0.603,0.732,0.286,,0.333,0.387,0.743,1.0,0.06,6.0,0.173,0.462,0.0,0.0
224.0,Drew Eubanks,28.0,SAC,C,18.0,7.0,288.0,0.632,6.1,0.974,0.355,0.447,0.158,0.013,0.026,0.635,0.815,0.529,0.583,0.0,0.5,0.915,1.0,0.25,18.0,1.0,0.5,0.0,0.0
225.0,Oso Ighodaro,23.0,PHO,PF,18.0,4.0,287.0,0.53,5.8,0.985,0.348,0.485,0.152,0.0,0.015,0.538,0.87,0.313,0.5,,0.0,0.8,,0.212,13.0,0.0,,0.0,0.0
226.0,Trendon Watford,25.0,PHI,PF,14.0,4.0,286.0,0.534,9.0,0.795,0.307,0.409,0.057,0.023,0.205,0.571,0.593,0.611,0.2,0.5,0.389,0.525,1.0,0.034,3.0,0.278,0.2,0.0,0.0
227.0,Cam Whitmore,21.0,WAS,SF,17.0,0.0,285.0,0.488,12.3,0.661,0.354,0.213,0.031,0.063,0.339,0.56,0.778,0.333,0.5,0.125,0.349,0.553,0.667,0.142,14.0,0.07,0.0,0.0,0.0
228.0,Vince Williams Jr.,25.0,MEM,SG,13.0,5.0,275.0,0.368,17.2,0.411,0.158,0.168,0.074,0.011,0.589,0.462,0.533,0.438,0.429,0.0,0.304,0.389,0.824,0.032,2.0,0.161,0.333,0.0,0.0
229.0,Jay Huff,27.0,IND,C,17.0,2.0,273.0,0.382,18.9,0.314,0.216,0.098,0.0,0.0,0.686,0.563,0.682,0.3,,,0.3,0.778,1.0,0.118,10.0,0.129,0.111,0.0,0.0
230.0,De'Aaron Fox,28.0,SAS,PG,8.0,8.0,268.0,0.511,14.3,0.618,0.206,0.206,0.137,0.069,0.382,0.593,0.889,0.556,0.333,0.333,0.38,0.354,0.474,0.008,1.0,0.12,0.5,0.0,0.0
231.0,Keaton Wallace,26.0,ATL,PG,17.0,2.0,264.0,0.443,19.8,0.371,0.029,0.143,0.171,0.029,0.629,0.462,1.0,0.5,0.333,0.5,0.432,0.167,0.842,0.014,1.0,0.114,0.6,0.0,0.0
232.0,Justin Edwards,22.0,PHI,SF,15.0,5.0,263.0,0.44,18.6,0.381,0.119,0.155,0.071,0.036,0.619,0.563,0.8,0.462,0.333,0.667,0.365,0.5,0.947,0.036,3.0,0.25,0.385,0.0,0.0
233.0,Al Horford,39.0,GSW,C,12.0,0.0,261.0,0.343,20.1,0.286,0.057,0.171,0.043,0.014,0.714,0.4,0.5,0.417,0.333,0.0,0.32,0.75,1.0,0.0,0.0,0.32,0.563,0.0,0.0
234.0,Day'Ron Sharpe,24.0,BRK,C,16.0,0.0,258.0,0.635,7.6,0.794,0.46,0.333,0.0,0.0,0.206,0.74,0.966,0.429,,,0.231,0.486,1.0,0.175,8.0,0.077,0.0,0.0,0.0
235.0,Jarred Vanderbilt,26.0,LAL,PF,14.0,2.0,257.0,0.44,8.5,0.72,0.54,0.16,0.0,0.02,0.28,0.5,0.63,0.125,,0.0,0.286,0.556,1.0,0.2,8.0,0.929,0.308,0.0,0.0
236.0,Tyus Jones,29.0,ORL,PG,19.0,1.0,255.0,0.32,17.5,0.42,0.12,0.22,0.04,0.04,0.58,0.429,0.5,0.273,1.0,0.5,0.241,0.556,0.857,0.0,0.0,0.207,0.167,0.0,0.0
237.0,Tari Eason,24.0,HOU,PF,11.0,1.0,255.0,0.495,16.8,0.442,0.242,0.084,0.053,0.063,0.558,0.476,0.739,0.25,0.2,0.0,0.509,0.3,0.963,0.063,6.0,0.472,0.64,1.0,1.0
238.0,Kawhi Leonard,34.0,LAC,SF,8.0,8.0,255.0,0.492,15.8,0.659,0.076,0.197,0.265,0.121,0.341,0.54,0.8,0.577,0.486,0.438,0.4,0.298,0.722,0.015,2.0,0.133,0.333,0.0,0.0
239.0,Yves Missi,21.0,NOP,C,13.0,5.0,253.0,0.576,2.7,1.0,0.712,0.22,0.068,0.0,0.0,0.576,0.643,0.462,0.25,,,0.676,,0.22,9.0,,,0.0,0.0
240.0,Dalton Knecht,24.0,LAL,SF,15.0,1.0,251.0,0.464,17.5,0.452,0.143,0.119,0.167,0.024,0.548,0.632,0.75,0.6,0.5,1.0,0.326,0.625,0.933,0.095,7.0,0.239,0.273,0.0,0.0
241.0,Jaxson Hayes,25.0,LAL,C,14.0,2.0,248.0,0.727,2.9,0.977,0.705,0.273,0.0,0.0,0.023,0.721,0.806,0.5,,,1.0,0.839,1.0,0.591,22.0,0.0,,0.0,0.0
242.0,Collin Murray-Boyles,20.0,TOR,PF,13.0,3.0,248.0,0.514,9.4,0.743,0.514,0.143,0.029,0.057,0.257,0.519,0.639,0.3,0.5,0.0,0.5,0.778,1.0,0.129,6.0,0.167,0.333,0.0,0.0
243.0,Aaron Wiggins,27.0,OKC,SG,9.0,5.0,248.0,0.459,15.3,0.459,0.243,0.171,0.036,0.009,0.541,0.51,0.593,0.421,0.5,0.0,0.417,0.615,0.92,0.036,4.0,0.3,0.444,0.0,0.0
244.0,Zion Williamson,25.0,NOP,PF,8.0,8.0,246.0,0.518,3.8,1.0,0.561,0.377,0.053,0.009,0.0,0.518,0.578,0.442,0.5,0.0,,0.475,,0.07,8.0,,,0.0,0.0
245.0,Brook Lopez,37.0,LAC,C,17.0,0.0,245.0,0.404,21.2,0.319,0.032,0.16,0.106,0.021,0.681,0.5,0.333,0.533,0.6,0.0,0.359,0.667,1.0,0.021,2.0,0.078,0.0,0.0,0.0
246.0,Jordan Hawkins,23.0,NOP,SG,16.0,0.0,243.0,0.315,19.7,0.483,0.067,0.079,0.067,0.27,0.517,0.372,0.5,0.143,0.333,0.417,0.261,0.688,0.917,0.034,1.0,0.13,0.667,0.0,0.0
247.0,Brice Sensabaugh,22.0,UTA,SF,16.0,0.0,242.0,0.422,19.9,0.336,0.043,0.147,0.121,0.026,0.664,0.59,1.0,0.529,0.5,0.667,0.338,0.783,0.962,0.0,0.0,0.26,0.5,0.0,0.0
248.0,Tobias Harris,33.0,DET,PF,8.0,8.0,242.0,0.443,13.8,0.602,0.17,0.295,0.102,0.034,0.398,0.509,0.533,0.538,0.222,1.0,0.343,0.481,1.0,0.057,4.0,0.457,0.375,0.0,0.0
249.0,Nique Clifford,23.0,SAC,SG,14.0,2.0,241.0,0.357,15.6,0.536,0.107,0.268,0.143,0.018,0.464,0.4,1.0,0.4,0.0,0.0,0.308,0.583,0.875,0.018,1.0,0.269,0.143,0.0,0.0
250.0,Daniss Jenkins,24.0,DET,PG,12.0,4.0,240.0,0.51,13.5,0.68,0.16,0.31,0.16,0.05,0.32,0.529,0.75,0.548,0.25,0.6,0.469,0.25,1.0,0.03,2.0,0.188,0.667,1.0,1.0
251.0,Jaylen Clark,24.0,MIN,SG,15.0,0.0,237.0,0.421,12.4,0.561,0.316,0.193,0.053,0.0,0.439,0.469,0.556,0.455,0.0,,0.36,0.333,1.0,0.07,4.0,0.76,0.421,0.0,0.0
252.0,Alex Caruso,31.0,OKC,SG,13.0,0.0,237.0,0.403,18.0,0.343,0.134,0.164,0.045,0.0,0.657,0.478,0.556,0.364,0.667,,0.364,0.727,1.0,0.06,3.0,0.295,0.385,0.0,0.0
253.0,Bilal Coulibaly,21.0,WAS,SG,9.0,9.0,237.0,0.382,12.9,0.574,0.338,0.191,0.029,0.015,0.426,0.462,0.739,0.077,0.0,0.0,0.276,0.278,1.0,0.235,13.0,0.31,0.444,0.0,0.0
254.0,Caris LeVert,31.0,DET,SG,12.0,0.0,234.0,0.5,16.0,0.536,0.179,0.19,0.131,0.036,0.464,0.578,0.867,0.563,0.273,0.333,0.41,0.538,0.625,0.048,4.0,0.128,0.6,0.0,0.0
255.0,Jordan Walsh,21.0,BOS,PF,13.0,5.0,232.0,0.49,11.4,0.608,0.412,0.196,0.0,0.0,0.392,0.548,0.667,0.3,,,0.4,0.647,1.0,0.216,7.0,0.3,0.333,0.0,0.0
256.0,Bogdan Bogdanović,33.0,LAC,SG,9.0,2.0,231.0,0.373,19.7,0.373,0.107,0.12,0.107,0.04,0.627,0.429,0.75,0.222,0.375,0.333,0.34,0.083,0.625,0.0,0.0,0.064,1.0,0.0,0.0
257.0,Larry Nance Jr.,33.0,CLE,PF,15.0,2.0,230.0,0.359,14.0,0.5,0.328,0.125,0.047,0.0,0.5,0.406,0.571,0.0,0.333,,0.313,0.769,1.0,0.156,9.0,0.5,0.438,0.0,0.0
258.0,Jeremiah Robinson-Earl,25.0,IND,PF,12.0,3.0,229.0,0.381,11.3,0.667,0.381,0.175,0.079,0.032,0.333,0.429,0.5,0.182,0.6,0.5,0.286,0.5,1.0,0.032,2.0,0.429,0.222,0.0,0.0
259.0,Cam Thomas,24.0,BRK,SG,8.0,8.0,226.0,0.402,15.6,0.659,0.098,0.205,0.22,0.136,0.341,0.425,0.462,0.37,0.552,0.278,0.356,0.432,0.563,0.008,1.0,0.089,0.5,0.0,0.0
260.0,Precious Achiuwa,26.0,SAC,C,11.0,6.0,225.0,0.552,8.1,0.793,0.397,0.345,0.052,0.0,0.207,0.674,0.739,0.65,0.333,,0.083,0.677,1.0,0.121,5.0,0.5,0.0,0.0,0.0
261.0,Luka Garza,27.0,BOS,C,15.0,0.0,222.0,0.567,11.9,0.657,0.328,0.209,0.104,0.015,0.343,0.636,0.682,0.571,0.571,1.0,0.435,0.571,1.0,0.015,1.0,0.217,0.4,0.0,0.0
262.0,Marvin Bagley III,26.0,WAS,PF,14.0,1.0,221.0,0.638,4.8,0.913,0.609,0.29,0.014,0.0,0.087,0.651,0.762,0.45,0.0,,0.5,0.537,1.0,0.217,15.0,0.167,1.0,0.0,0.0
263.0,Tony Bradley,28.0,IND,C,17.0,3.0,219.0,0.576,4.4,0.983,0.508,0.39,0.034,0.051,0.017,0.586,0.633,0.478,0.5,1.0,0.0,0.706,,0.068,4.0,1.0,0.0,0.0,0.0
264.0,Jabari Walker,23.0,PHI,PF,17.0,5.0,217.0,0.453,9.6,0.698,0.453,0.189,0.019,0.038,0.302,0.541,0.625,0.4,0.0,0.5,0.25,0.3,1.0,0.038,2.0,0.313,0.0,0.0,0.0
265.0,Sidy Cissoko,21.0,POR,SF,13.0,4.0,217.0,0.42,15.0,0.48,0.18,0.26,0.04,0.0,0.52,0.542,0.778,0.462,0.0,,0.308,0.615,1.0,0.06,2.0,0.423,0.364,0.0,0.0
266.0,Jalen Wilson,25.0,BRK,PF,14.0,0.0,214.0,0.375,19.3,0.313,0.109,0.156,0.031,0.016,0.688,0.35,0.286,0.4,0.5,0.0,0.386,0.571,1.0,0.0,0.0,0.295,0.308,0.0,0.0
267.0,Jonas Valančiūnas,33.0,DEN,C,17.0,0.0,213.0,0.55,8.4,0.91,0.26,0.41,0.2,0.04,0.09,0.582,0.654,0.585,0.6,0.0,0.222,0.528,1.0,0.05,4.0,0.0,,0.0,0.0
268.0,Luke Kornet,30.0,SAS,C,9.0,4.0,213.0,0.769,1.7,1.0,0.846,0.154,0.0,0.0,0.0,0.769,0.788,0.667,,,,0.8,,0.359,13.0,,,0.0,0.0
269.0,Jordan Poole,26.0,NOP,PG,7.0,4.0,212.0,0.354,18.0,0.404,0.212,0.111,0.061,0.02,0.596,0.375,0.429,0.364,0.333,0.0,0.339,0.4,0.55,0.0,0.0,0.085,0.6,0.0,0.0
270.0,Isaiah Collier,21.0,UTA,PG,9.0,1.0,209.0,0.529,8.6,0.843,0.235,0.451,0.157,0.0,0.157,0.558,0.833,0.565,0.125,,0.375,0.375,1.0,0.0,0.0,0.25,0.0,0.0,0.0
271.0,Drake Powell,20.0,BRK,SG,11.0,0.0,208.0,0.509,14.8,0.618,0.164,0.182,0.218,0.055,0.382,0.588,0.778,0.6,0.417,0.667,0.381,0.35,0.75,0.036,2.0,0.19,0.0,0.0,0.0
272.0,Walter Clayton,22.0,UTA,PG,13.0,0.0,207.0,0.377,17.9,0.443,0.049,0.279,0.066,0.049,0.557,0.481,0.667,0.529,0.25,0.333,0.294,0.231,0.8,0.016,1.0,0.088,0.0,0.0,0.0
273.0,Gary Payton II,33.0,GSW,SG,18.0,1.0,205.0,0.464,10.7,0.643,0.411,0.214,0.018,0.0,0.357,0.583,0.739,0.333,0.0,,0.25,0.762,1.0,0.054,3.0,0.3,0.333,0.0,0.0
274.0,Ja'Kobe Walter,21.0,TOR,SG,15.0,1.0,204.0,0.434,19.3,0.302,0.151,0.094,0.057,0.0,0.698,0.5,0.5,0.8,0.0,,0.405,0.875,1.0,0.075,4.0,0.243,0.556,0.0,0.0
275.0,Kobe Sanders,23.0,LAC,SG,10.0,3.0,200.0,0.4,18.7,0.418,0.109,0.109,0.073,0.127,0.582,0.478,0.833,0.333,0.25,0.429,0.344,0.545,1.0,0.018,1.0,0.406,0.462,0.0,0.0
276.0,John Konchar,29.0,MEM,SG,16.0,0.0,199.0,0.441,16.7,0.382,0.265,0.088,0.0,0.029,0.618,0.692,0.778,0.667,,0.0,0.286,0.667,1.0,0.0,0.0,0.476,0.3,0.0,0.0
277.0,Bennedict Mathurin,23.0,IND,SF,6.0,6.0,198.0,0.466,14.7,0.602,0.227,0.216,0.068,0.091,0.398,0.528,0.7,0.368,0.5,0.5,0.371,0.5,0.615,0.034,2.0,0.086,0.333,0.0,0.0
278.0,Dominick Barlow,22.0,PHI,PF,8.0,5.0,197.0,0.523,10.3,0.659,0.386,0.227,0.045,0.0,0.341,0.621,0.765,0.5,0.0,,0.333,0.722,1.0,0.159,6.0,0.733,0.364,0.0,0.0
279.0,Micah Peavy,24.0,NOP,SG,14.0,1.0,196.0,0.403,10.7,0.661,0.387,0.21,0.048,0.016,0.339,0.537,0.625,0.462,0.0,1.0,0.143,0.591,1.0,0.113,6.0,0.524,0.182,0.0,0.0
280.0,Tyrese Proctor,21.0,CLE,PG,16.0,0.0,191.0,0.325,19.3,0.363,0.1,0.15,0.075,0.038,0.638,0.414,0.625,0.167,0.667,0.333,0.275,0.333,0.857,0.013,1.0,0.157,0.25,0.0,0.0
281.0,Nick Richards,28.0,PHO,C,18.0,2.0,190.0,0.519,5.0,1.0,0.407,0.426,0.13,0.037,0.0,0.519,0.682,0.391,0.429,0.5,,0.679,,0.204,11.0,,,0.0,0.0
282.0,Chris Paul,40.0,LAC,PG,13.0,0.0,187.0,0.31,20.4,0.381,0.024,0.095,0.19,0.071,0.619,0.375,1.0,0.5,0.25,0.333,0.269,0.167,0.571,0.0,0.0,0.115,0.333,0.0,0.0
283.0,Caleb Love,24.0,POR,SG,10.0,0.0,185.0,0.33,18.4,0.381,0.144,0.165,0.052,0.021,0.619,0.432,0.643,0.313,0.2,0.5,0.267,0.25,0.938,0.01,0.0,0.117,0.143,0.0,0.0
284.0,Jaden Hardy,23.0,DAL,SG,16.0,0.0,178.0,0.385,18.7,0.359,0.077,0.154,0.09,0.038,0.641,0.357,0.333,0.417,0.429,0.0,0.4,0.6,0.8,0.0,0.0,0.26,0.385,0.0,0.0
285.0,Adem Bona,22.0,PHI,C,12.0,3.0,177.0,0.45,2.9,0.95,0.7,0.25,0.0,0.0,0.05,0.474,0.571,0.2,,,0.0,0.333,,0.35,6.0,1.0,0.0,0.0,0.0
286.0,Jeremy Sochan,22.0,SAS,PF,10.0,0.0,175.0,0.542,11.4,0.604,0.417,0.167,0.021,0.0,0.396,0.655,0.75,0.5,0.0,,0.368,0.789,1.0,0.229,8.0,0.526,0.5,0.0,0.0
287.0,Jonathan Isaac,28.0,ORL,PF,17.0,0.0,170.0,0.439,14.4,0.439,0.366,0.049,0.0,0.024,0.561,0.722,0.733,1.0,,0.0,0.217,0.462,1.0,0.293,10.0,0.696,0.25,0.0,0.0
288.0,Taurean Prince,31.0,MIL,SF,8.0,0.0,169.0,0.447,19.8,0.263,0.105,0.105,0.0,0.053,0.737,0.5,0.75,0.25,,0.5,0.429,0.8,1.0,0.026,1.0,0.464,0.385,0.0,0.0
289.0,Paul Reed,26.0,DET,C,14.0,2.0,168.0,0.684,7.1,0.86,0.404,0.368,0.053,0.035,0.14,0.714,0.783,0.667,0.667,0.5,0.5,0.8,0.75,0.175,9.0,0.125,0.0,0.0,0.0
290.0,Ochai Agbaji,25.0,TOR,SG,12.0,1.0,166.0,0.395,10.7,0.605,0.526,0.079,0.0,0.0,0.395,0.609,0.7,0.0,,,0.067,0.857,1.0,0.158,5.0,0.467,0.0,0.0,0.0
291.0,Rob Dillingham,21.0,MIN,PG,15.0,0.0,163.0,0.375,12.1,0.778,0.236,0.278,0.111,0.153,0.222,0.411,0.647,0.25,0.75,0.091,0.25,0.348,0.75,0.028,2.0,0.188,0.333,0.0,0.0
292.0,RayJ Dennis,24.0,IND,PG,12.0,0.0,162.0,0.314,17.6,0.471,0.114,0.2,0.129,0.029,0.529,0.303,0.375,0.286,0.333,0.0,0.324,0.6,0.75,0.0,0.0,0.162,0.0,0.0,0.0
293.0,Nae'Qwan Tomlin,25.0,CLE,PF,10.0,1.0,161.0,0.519,10.5,0.63,0.519,0.093,0.019,0.0,0.37,0.735,0.821,0.4,0.0,,0.15,0.68,1.0,0.185,8.0,0.45,0.0,0.0,0.0
294.0,Justin Champagnie,24.0,WAS,SF,15.0,3.0,160.0,0.378,11.4,0.622,0.351,0.243,0.027,0.0,0.378,0.522,0.538,0.556,0.0,,0.143,0.417,1.0,0.054,1.0,0.357,0.0,0.0,0.0
295.0,Guerschon Yabusele,30.0,NYK,C,15.0,0.0,158.0,0.349,18.1,0.326,0.209,0.07,0.023,0.023,0.674,0.5,0.556,0.333,0.0,1.0,0.276,0.857,0.875,0.023,1.0,0.379,0.273,0.0,0.0
296.0,Moussa Cisse,23.0,DAL,C,15.0,1.0,157.0,0.645,1.3,1.0,0.871,0.129,0.0,0.0,0.0,0.645,0.667,0.5,,,,0.75,,0.452,13.0,,,0.0,0.0
297.0,Taylor Hendricks,22.0,UTA,PF,11.0,3.0,157.0,0.364,13.2,0.545,0.273,0.227,0.045,0.0,0.455,0.458,0.5,0.3,1.0,,0.25,0.818,1.0,0.114,5.0,0.45,0.444,0.0,0.0
298.0,Caleb Martin,30.0,DAL,SF,16.0,0.0,154.0,0.308,12.8,0.654,0.308,0.192,0.0,0.154,0.346,0.412,0.75,0.0,,0.25,0.111,0.857,1.0,0.154,2.0,0.667,0.167,0.0,0.0
299.0,Ousmane Dieng,22.0,OKC,C,14.0,0.0,154.0,0.372,16.3,0.512,0.14,0.186,0.093,0.093,0.488,0.455,0.667,0.25,0.5,0.5,0.286,0.6,0.667,0.047,2.0,0.286,0.167,0.0,0.0
300.0,Jett Howard,22.0,ORL,SF,14.0,0.0,154.0,0.456,18.5,0.353,0.118,0.206,0.015,0.015,0.647,0.583,0.75,0.429,1.0,1.0,0.386,0.5,0.941,0.0,0.0,0.182,0.375,0.0,0.0
301.0,Mitchell Robinson,27.0,NYK,C,9.0,9.0,154.0,0.654,1.0,1.0,0.923,0.038,0.038,0.0,0.0,0.654,0.625,1.0,1.0,,,0.471,,0.5,12.0,,,0.0,0.0
302.0,Walker Kessler,24.0,UTA,C,5.0,5.0,154.0,0.703,7.5,0.784,0.459,0.324,0.0,0.0,0.216,0.69,0.647,0.75,,,0.75,0.6,1.0,0.27,9.0,0.25,1.0,0.0,0.0
303.0,Hugo González,19.0,BOS,SF,13.0,1.0,151.0,0.438,12.1,0.688,0.281,0.281,0.031,0.094,0.313,0.409,0.667,0.222,0.0,0.333,0.5,0.333,1.0,0.063,1.0,0.4,0.75,0.0,0.0
304.0,Spencer Jones,24.0,DEN,SF,13.0,2.0,149.0,0.429,16.2,0.357,0.357,0.0,0.0,0.0,0.643,0.6,0.6,,,,0.333,0.667,1.0,0.071,1.0,0.556,0.2,0.0,0.0
305.0,Isaiah Livers,27.0,PHO,PF,12.0,0.0,149.0,0.37,21.6,0.148,0.148,0.0,0.0,0.0,0.852,0.75,0.75,,,,0.304,0.667,1.0,0.074,2.0,0.478,0.273,0.0,0.0
306.0,Anthony Davis,32.0,DAL,PF,5.0,5.0,149.0,0.52,9.9,0.853,0.333,0.24,0.133,0.147,0.147,0.563,0.76,0.5,0.5,0.273,0.273,0.472,0.667,0.133,9.0,0.182,0.0,0.0,0.0
307.0,Trayce Jackson-Davis,25.0,GSW,C,12.0,1.0,148.0,0.526,2.5,1.0,0.632,0.368,0.0,0.0,0.0,0.526,0.625,0.357,,,,0.7,,0.342,11.0,,,0.0,0.0
308.0,Liam McNeeley,20.0,CHO,SF,11.0,0.0,146.0,0.308,18.8,0.333,0.103,0.205,0.026,0.0,0.667,0.231,0.5,0.125,0.0,,0.346,1.0,1.0,0.0,0.0,0.385,0.3,0.0,0.0
309.0,Pat Spencer,29.0,GSW,PG,11.0,0.0,145.0,0.364,13.9,0.673,0.091,0.327,0.236,0.018,0.327,0.378,0.8,0.278,0.385,0.0,0.333,0.143,0.667,0.018,1.0,0.167,0.0,0.0,0.0
310.0,Robert Williams,28.0,POR,C,11.0,0.0,144.0,0.641,4.9,0.872,0.718,0.128,0.026,0.0,0.128,0.706,0.786,0.4,0.0,,0.2,0.583,1.0,0.615,19.0,0.8,0.0,0.0,0.0
311.0,Cam Christie,20.0,LAC,SG,13.0,0.0,142.0,0.383,15.0,0.511,0.191,0.255,0.064,0.0,0.489,0.417,0.778,0.25,0.0,,0.348,0.6,1.0,0.043,2.0,0.261,0.5,0.0,0.0
312.0,Cody Williams,21.0,UTA,SG,11.0,0.0,141.0,0.306,14.8,0.5,0.111,0.361,0.0,0.028,0.5,0.5,1.0,0.385,,0.0,0.111,0.889,1.0,0.056,1.0,0.667,0.083,0.0,0.0
313.0,Joel Embiid,31.0,PHI,C,6.0,6.0,140.0,0.46,14.4,0.678,0.23,0.149,0.161,0.138,0.322,0.525,0.65,0.615,0.286,0.5,0.321,0.548,0.889,0.023,0.0,0.0,,0.0,0.0
314.0,Dylan Harper,19.0,SAS,SG,6.0,0.0,140.0,0.5,8.6,0.781,0.5,0.188,0.063,0.031,0.219,0.54,0.625,0.417,0.25,0.5,0.357,0.222,1.0,0.016,1.0,0.214,0.667,0.0,0.0
315.0,Clint Capela,31.0,HOU,C,14.0,0.0,139.0,0.594,2.2,1.0,0.719,0.281,0.0,0.0,0.0,0.594,0.696,0.333,,,,0.632,,0.406,11.0,,,0.0,0.0
316.0,Kevin Love,37.0,UTA,PF,10.0,0.0,139.0,0.395,21.3,0.211,0.079,0.105,0.0,0.026,0.789,0.625,1.0,0.25,,1.0,0.333,0.4,1.0,0.0,0.0,0.133,0.5,0.0,0.0
317.0,Trae Young,27.0,ATL,PG,5.0,5.0,139.0,0.371,14.6,0.629,0.186,0.243,0.143,0.057,0.371,0.477,0.538,0.471,0.5,0.25,0.192,0.238,0.4,0.0,0.0,0.192,0.4,0.0,0.0
318.0,Karlo Matković,24.0,NOP,PF,12.0,0.0,137.0,0.703,7.7,0.757,0.568,0.189,0.0,0.0,0.243,0.786,0.905,0.429,,,0.444,0.727,1.0,0.486,17.0,0.222,0.5,0.0,0.0
319.0,Maxime Raynaud,22.0,SAC,C,10.0,0.0,136.0,0.467,8.1,0.867,0.311,0.489,0.044,0.022,0.133,0.513,0.714,0.455,0.0,0.0,0.167,0.75,1.0,0.022,1.0,0.167,1.0,0.0,0.0
320.0,Amir Coffey,28.0,MIL,SG,15.0,0.0,134.0,0.429,14.9,0.571,0.19,0.19,0.095,0.095,0.429,0.5,1.0,0.25,0.5,0.0,0.333,0.333,1.0,0.048,1.0,0.778,0.143,0.0,0.0
321.0,Baylor Scheierman,25.0,BOS,SG,13.0,0.0,134.0,0.583,20.0,0.208,0.125,0.083,0.0,0.0,0.792,0.8,0.667,1.0,,,0.526,0.5,1.0,0.0,0.0,0.421,0.75,0.0,0.0
322.0,Julian Phillips,22.0,CHI,SF,16.0,0.0,132.0,0.429,13.4,0.486,0.371,0.114,0.0,0.0,0.514,0.588,0.692,0.25,,,0.278,0.7,1.0,0.286,8.0,0.833,0.267,0.0,0.0
323.0,Chaz Lanier,24.0,DET,SG,12.0,0.0,130.0,0.35,24.5,0.1,0.0,0.0,0.05,0.05,0.9,0.5,,,1.0,0.0,0.333,0.0,0.917,0.0,0.0,0.194,0.143,0.0,0.0
324.0,Darius Garland,26.0,CLE,PG,5.0,5.0,129.0,0.345,18.0,0.534,0.069,0.207,0.138,0.121,0.466,0.323,0.75,0.25,0.25,0.286,0.37,0.3,0.6,0.0,0.0,0.148,0.25,0.0,0.0
325.0,Dwight Powell,34.0,DAL,C,14.0,0.0,128.0,0.5,2.6,1.0,0.667,0.333,0.0,0.0,0.0,0.5,0.5,0.5,,,,0.833,,0.25,1.0,,,0.0,0.0
326.0,Tristan Vukcevic,22.0,WAS,C,14.0,1.0,127.0,0.431,15.8,0.529,0.216,0.098,0.196,0.02,0.471,0.556,0.636,0.6,0.5,0.0,0.292,0.933,1.0,0.098,4.0,0.042,0.0,0.0,0.0
327.0,Gabe Vincent,29.0,LAL,PG,6.0,3.0,126.0,0.316,23.7,0.158,0.0,0.053,0.053,0.053,0.842,0.333,,0.0,1.0,0.0,0.313,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0
328.0,Gary Harris,31.0,MIL,SG,11.0,0.0,125.0,0.526,16.1,0.421,0.105,0.263,0.053,0.0,0.579,0.625,1.0,0.4,1.0,,0.455,0.8,1.0,0.0,0.0,0.727,0.5,0.0,0.0
329.0,Coby White,25.0,CHI,SG,4.0,2.0,124.0,0.435,19.0,0.387,0.113,0.161,0.065,0.048,0.613,0.542,0.714,0.4,0.5,0.667,0.368,0.308,0.857,0.0,0.0,0.105,0.75,0.0,0.0
330.0,Jericho Sims,27.0,MIL,C,13.0,1.0,123.0,0.75,4.0,1.0,0.583,0.25,0.167,0.0,0.0,0.75,0.857,0.667,0.5,,,0.778,,0.667,7.0,,,0.0,0.0
