Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41.0,Dillon Brooks,30.0,PHO,SF,10.0,10.0,30.2,7.5,16.3,0.46,2.6,7.6,0.342,4.9,8.7,0.563,0.54,3.4,3.9,0.872,0.7,2.6,3.3,2.0,2.1,0.2,2.2,3.7,21.0
42.0,Anthony Davis,32.0,DAL,PF,5.0,5.0,29.8,7.8,15.0,0.52,0.6,2.2,0.273,7.2,12.8,0.563,0.54,4.6,6.2,0.742,3.4,6.8,10.2,2.2,1.6,1.2,2.2,2.6,20.8
43.0,Jalen Duren,22.0,DET,C,13.0,13.0,28.9,7.5,11.1,0.674,0.0,0.0,,7.5,11.1,0.674,0.674,5.7,7.3,0.779,4.5,7.4,11.9,1.8,1.1,1.1,2.3,3.4,20.6
44.0,Josh Giddey,23.0,CHI,PG,13.0,13.0,33.9,7.3,15.8,0.463,1.5,4.2,0.37,5.8,11.6,0.497,0.512,4.5,6.0,0.744,1.7,8.2,9.9,9.6,0.9,0.5,3.6,2.1,20.6
45.0,Trey Murphy III,25.0,NOP,SF,16.0,16.0,35.6,6.8,14.5,0.47,2.9,7.8,0.368,3.9,6.7,0.589,0.569,3.8,3.9,0.952,1.5,4.8,6.3,2.9,1.8,0.3,2.1,2.2,20.3
46.0,Jimmy Butler,36.0,GSW,SF,16.0,16.0,31.4,6.1,11.7,0.519,0.9,2.1,0.455,5.1,9.6,0.532,0.559,7.0,8.1,0.868,2.4,3.3,5.6,4.8,1.8,0.3,1.6,1.3,20.1
47.0,Bam Adebayo,28.0,MIA,C,10.0,10.0,30.1,6.7,14.8,0.453,2.1,5.6,0.375,4.6,9.2,0.5,0.524,4.2,4.9,0.857,1.0,6.9,7.9,3.1,0.9,0.7,1.8,1.7,19.7
48.0,Nickeil Alexander-Walker,27.0,ATL,SG,14.0,11.0,31.1,6.6,14.1,0.47,2.3,6.4,0.356,4.4,7.7,0.565,0.551,4.1,4.9,0.853,0.6,2.3,2.9,3.6,0.9,1.0,2.4,1.9,19.7
49.0,Joel Embiid,31.0,PHI,C,6.0,6.0,23.3,6.7,14.5,0.46,1.5,4.7,0.321,5.2,9.8,0.525,0.511,4.8,5.8,0.829,1.5,4.0,5.5,3.3,0.8,1.5,2.7,2.2,19.7
50.0,RJ Barrett,25.0,TOR,SF,16.0,16.0,31.6,7.3,14.3,0.507,1.8,5.3,0.345,5.4,9.1,0.6,0.57,3.3,4.6,0.703,0.8,4.3,5.0,3.9,0.8,0.3,1.5,2.8,19.6
51.0,Scottie Barnes,24.0,TOR,PF,16.0,16.0,32.6,7.8,15.2,0.51,1.5,3.6,0.414,6.3,11.6,0.541,0.56,2.4,3.0,0.813,1.9,5.7,7.6,5.1,1.5,1.6,2.1,3.3,19.4
52.0,Chet Holmgren,23.0,OKC,PF,13.0,13.0,29.7,7.2,12.4,0.578,1.5,4.3,0.357,5.6,8.1,0.695,0.64,3.5,4.1,0.849,1.5,6.3,7.8,1.6,0.8,1.4,2.3,3.4,19.3
53.0,Evan Mobley,24.0,CLE,PF,16.0,16.0,34.4,6.7,14.1,0.476,1.6,4.4,0.357,5.1,9.7,0.529,0.531,4.1,6.7,0.607,2.6,6.3,8.8,4.0,1.1,1.6,2.7,2.4,19.0
54.0,Andrew Nembhard,26.0,IND,PG,9.0,9.0,29.6,6.0,14.2,0.422,1.9,5.4,0.347,4.1,8.8,0.468,0.488,5.1,5.4,0.939,0.3,1.3,1.7,6.4,0.4,0.2,2.6,2.4,19.0
55.0,Aaron Gordon,30.0,DEN,PF,13.0,13.0,28.3,6.3,11.8,0.532,2.2,4.8,0.444,4.2,7.0,0.593,0.623,4.0,4.6,0.867,1.5,4.5,5.9,1.3,0.8,0.2,1.4,1.8,18.8
56.0,Grayson Allen,30.0,PHO,SG,13.0,13.0,32.1,6.2,13.3,0.468,3.9,8.8,0.447,2.3,4.5,0.508,0.616,2.1,2.6,0.794,0.5,2.6,3.1,4.3,1.6,0.3,1.8,2.3,18.5
57.0,Jerami Grant,31.0,POR,PF,15.0,3.0,28.7,5.3,11.8,0.452,2.1,5.3,0.4,3.2,6.5,0.495,0.542,5.6,6.7,0.84,1.1,2.4,3.5,2.4,0.9,0.4,1.8,3.2,18.4
58.0,Kon Knueppel,20.0,CHO,SF,15.0,14.0,33.5,6.5,13.7,0.473,3.3,8.3,0.403,3.1,5.4,0.58,0.595,2.1,2.3,0.886,1.1,5.0,6.1,3.0,0.8,0.2,2.5,2.4,18.3
59.0,Ryan Rollins,23.0,MIL,PG,16.0,15.0,31.6,7.1,13.8,0.511,2.4,5.5,0.443,4.6,8.3,0.556,0.6,1.8,2.2,0.8,0.8,3.1,3.9,5.9,1.6,0.2,2.5,3.0,18.3
60.0,Alex Sarr,20.0,WAS,C,13.0,13.0,29.0,7.5,14.5,0.519,1.1,3.1,0.35,6.5,11.5,0.564,0.556,2.2,2.9,0.737,2.4,5.8,8.2,3.6,0.7,2.2,2.4,2.2,18.3
61.0,De'Andre Hunter,28.0,CLE,SF,14.0,14.0,28.9,6.2,13.7,0.453,2.1,6.9,0.313,4.1,6.9,0.594,0.531,3.6,4.1,0.862,0.9,4.0,4.9,2.7,0.7,0.2,1.7,2.6,18.1
62.0,DeMar DeRozan,36.0,SAC,PF,16.0,16.0,32.9,6.6,13.3,0.493,0.8,2.2,0.371,5.8,11.1,0.517,0.523,4.0,4.6,0.865,0.6,2.5,3.1,3.5,1.3,0.1,0.9,2.2,17.9
63.0,Jaren Jackson Jr.,26.0,MEM,C,15.0,15.0,29.0,6.3,13.5,0.47,1.7,4.5,0.368,4.7,8.9,0.522,0.532,3.5,4.4,0.803,1.0,4.3,5.3,1.5,0.5,1.3,2.1,4.1,17.9
64.0,Ja Morant,26.0,MEM,PG,12.0,12.0,28.8,5.8,16.3,0.359,0.8,5.0,0.167,5.0,11.3,0.444,0.385,5.4,5.8,0.942,0.5,3.0,3.5,7.6,1.0,0.1,3.8,2.3,17.9
65.0,Trae Young,27.0,ATL,PG,5.0,5.0,27.8,5.2,14.0,0.371,1.0,5.2,0.192,4.2,8.8,0.477,0.407,6.4,7.8,0.821,0.0,2.0,2.0,7.8,0.8,0.2,2.0,1.8,17.8
66.0,Stephon Castle,21.0,SAS,PG,13.0,13.0,32.0,5.9,11.9,0.497,0.9,3.8,0.24,5.0,8.1,0.619,0.535,4.5,6.5,0.694,1.5,4.3,5.8,7.5,1.7,0.4,4.0,3.6,17.3
67.0,Jordan Poole,26.0,NOP,PG,7.0,4.0,30.3,5.0,14.1,0.354,2.9,8.4,0.339,2.1,5.7,0.375,0.455,4.4,4.6,0.969,0.4,1.3,1.7,3.4,0.3,0.3,2.1,2.6,17.3
68.0,Jaden McDaniels,25.0,MIN,PF,15.0,15.0,31.7,6.6,12.1,0.544,1.7,3.5,0.472,4.9,8.6,0.574,0.613,2.3,2.7,0.854,1.1,3.5,4.6,2.3,1.2,1.2,1.9,3.5,17.2
69.0,Kristaps Porziņģis,30.0,ATL,C,10.0,10.0,26.2,5.6,12.4,0.452,1.6,4.8,0.333,4.0,7.6,0.526,0.516,4.4,5.1,0.863,1.7,3.9,5.6,3.4,0.5,1.6,1.1,3.0,17.2
70.0,Domantas Sabonis,29.0,SAC,C,11.0,11.0,33.2,6.7,13.2,0.51,0.4,1.8,0.2,6.4,11.4,0.56,0.524,3.4,4.6,0.725,3.4,8.9,12.3,3.7,1.2,0.2,2.5,4.0,17.2
71.0,Amen Thompson,23.0,HOU,SF,14.0,14.0,36.4,6.9,14.4,0.475,0.5,2.3,0.219,6.4,12.1,0.524,0.493,3.0,3.9,0.764,2.4,3.9,6.4,5.0,1.6,0.4,2.2,2.4,17.2
72.0,Quentin Grimes,25.0,PHI,SG,15.0,0.0,31.8,5.3,11.5,0.465,2.6,6.5,0.402,2.7,5.0,0.547,0.578,3.6,4.3,0.831,0.3,3.4,3.7,4.1,0.9,0.5,2.7,2.3,16.9
73.0,Desmond Bane,27.0,ORL,SG,16.0,16.0,32.8,6.1,14.1,0.429,1.6,4.9,0.329,4.4,9.2,0.483,0.487,3.1,3.3,0.925,1.1,3.5,4.6,4.5,0.8,0.3,2.4,3.2,16.8
74.0,Kelly Oubre Jr.,30.0,PHI,SF,12.0,12.0,34.8,6.2,12.4,0.497,1.9,5.6,0.343,4.3,6.8,0.622,0.574,2.5,3.2,0.789,1.2,3.9,5.1,1.3,1.1,0.8,1.5,2.7,16.8
75.0,Jrue Holiday,35.0,POR,PG,12.0,12.0,33.4,6.2,13.8,0.446,2.6,7.1,0.365,3.6,6.8,0.531,0.539,1.8,2.1,0.84,1.3,3.9,5.3,8.3,1.6,0.3,2.9,2.0,16.7
76.0,Andrew Wiggins,30.0,MIA,SF,15.0,15.0,33.1,6.7,13.9,0.481,1.8,4.9,0.365,4.9,8.9,0.545,0.546,1.6,2.5,0.649,1.5,3.5,4.9,2.8,1.1,0.9,2.0,2.7,16.7
77.0,Deandre Ayton,27.0,LAL,C,14.0,14.0,30.4,7.8,11.1,0.699,0.0,0.0,,7.8,11.1,0.699,0.699,0.9,1.6,0.565,2.9,5.9,8.8,0.9,0.7,0.9,2.6,3.1,16.5
78.0,Kyshawn George,22.0,WAS,SF,14.0,14.0,31.3,6.0,12.1,0.494,2.6,5.8,0.444,3.4,6.4,0.539,0.6,1.9,2.8,0.692,0.7,5.2,5.9,4.7,0.9,1.0,3.4,4.6,16.5
79.0,Payton Pritchard,28.0,BOS,PG,16.0,16.0,32.3,5.9,13.4,0.437,2.7,8.1,0.331,3.2,5.3,0.6,0.537,2.1,2.5,0.825,1.0,3.3,4.3,4.9,0.7,0.0,1.4,1.9,16.5
80.0,Cooper Flagg,19.0,DAL,PG,16.0,16.0,33.6,6.4,13.6,0.47,1.1,3.9,0.274,5.3,9.7,0.548,0.509,2.6,3.3,0.788,1.1,5.3,6.4,3.3,1.3,0.7,2.2,2.3,16.4
81.0,Jaime Jaquez Jr.,24.0,MIA,SF,16.0,0.0,30.2,6.5,12.7,0.512,0.4,1.8,0.207,6.1,10.9,0.563,0.527,3.0,3.8,0.787,1.4,5.3,6.8,5.4,0.8,0.3,2.0,2.2,16.4
82.0,CJ McCollum,34.0,WAS,SG,15.0,15.0,29.3,5.7,14.0,0.405,2.5,6.9,0.369,3.1,7.1,0.439,0.495,2.5,3.1,0.809,0.7,2.7,3.3,3.3,0.7,0.2,1.5,2.2,16.4
83.0,Ayo Dosunmu,26.0,CHI,SG,13.0,1.0,25.8,5.8,10.2,0.571,1.9,3.9,0.49,3.9,6.3,0.622,0.665,2.5,2.9,0.868,0.3,2.2,2.5,3.2,0.5,0.3,1.4,1.8,16.2
84.0,Mikal Bridges,29.0,NYK,SF,14.0,14.0,35.1,6.1,12.2,0.503,2.4,5.8,0.407,3.8,6.4,0.589,0.599,1.5,1.9,0.778,1.2,3.2,4.4,4.9,2.1,1.2,1.1,1.9,16.1
85.0,Onyeka Okongwu,25.0,ATL,C,16.0,6.0,29.3,5.8,10.9,0.526,1.9,4.6,0.419,3.8,6.3,0.604,0.614,2.6,3.3,0.774,1.7,5.7,7.4,2.7,0.9,1.1,1.8,3.6,16.0
86.0,Ajay Mitchell,23.0,OKC,SG,17.0,5.0,27.9,5.7,12.9,0.441,1.2,3.7,0.317,4.5,9.2,0.49,0.486,3.3,3.6,0.918,0.7,3.1,3.8,3.8,1.8,0.4,1.8,2.4,15.9
87.0,Immanuel Quickley,26.0,TOR,PG,16.0,16.0,31.7,5.7,12.0,0.474,2.5,6.4,0.388,3.2,5.6,0.573,0.578,2.1,2.7,0.767,0.5,4.1,4.6,6.1,1.4,0.1,1.6,2.1,15.9
88.0,Nikola Vučević,35.0,CHI,C,15.0,15.0,30.9,6.3,12.9,0.485,2.0,4.9,0.405,4.3,8.0,0.533,0.562,1.4,1.8,0.778,1.8,7.7,9.5,3.5,0.7,0.5,1.7,2.4,15.9
89.0,Ivica Zubac,28.0,LAC,C,15.0,15.0,31.5,6.9,11.5,0.605,0.0,0.0,,6.9,11.5,0.605,0.605,2.0,2.7,0.75,3.5,7.9,11.3,2.0,0.5,0.9,2.0,2.5,15.9
90.0,OG Anunoby,28.0,NYK,PF,12.0,12.0,31.1,5.8,12.3,0.476,2.6,6.6,0.392,3.3,5.7,0.574,0.582,1.6,2.1,0.76,1.6,4.0,5.6,2.2,1.9,0.7,1.8,2.3,15.8
91.0,Jeremiah Fears,19.0,NOP,PG,16.0,14.0,26.6,6.1,13.1,0.462,1.3,3.5,0.357,4.8,9.6,0.5,0.51,2.3,2.9,0.787,0.8,2.4,3.2,2.6,1.8,0.1,2.5,2.1,15.7
92.0,VJ Edgecombe,20.0,PHI,SG,15.0,15.0,37.3,5.9,14.4,0.407,2.0,5.5,0.366,3.9,8.9,0.433,0.477,1.9,2.5,0.737,2.1,3.9,6.0,4.2,1.3,0.5,1.9,3.1,15.6
93.0,Jalen Green,23.0,PHO,SG,2.0,2.0,15.0,5.5,11.5,0.478,3.0,7.0,0.429,2.5,4.5,0.556,0.609,1.5,2.5,0.6,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,15.5
94.0,Aaron Nesmith,26.0,IND,SF,11.0,11.0,30.5,4.9,13.4,0.367,2.8,7.5,0.373,2.1,5.8,0.359,0.473,2.8,3.5,0.795,1.5,2.9,4.5,1.5,0.8,0.3,0.7,2.5,15.5
95.0,Derrick White,31.0,BOS,SG,16.0,16.0,32.9,5.3,15.3,0.348,2.6,8.6,0.297,2.8,6.6,0.415,0.432,2.1,2.6,0.81,0.8,3.0,3.8,5.3,1.7,1.2,1.4,1.9,15.3
96.0,Collin Sexton,27.0,CHO,SG,14.0,9.0,26.2,4.9,10.7,0.46,1.5,3.8,0.396,3.4,6.9,0.495,0.53,3.9,4.5,0.857,0.3,1.9,2.2,4.8,0.7,0.0,2.8,2.3,15.2
97.0,Rui Hachimura,27.0,LAL,PF,14.0,14.0,33.9,5.9,10.4,0.566,1.9,3.9,0.481,4.0,6.5,0.615,0.655,1.6,2.1,0.733,0.8,3.0,3.8,1.2,0.6,0.2,1.1,1.9,15.1
98.0,Paul George,35.0,PHI,PF,2.0,2.0,23.0,4.5,10.5,0.429,2.5,5.5,0.455,2.0,5.0,0.4,0.548,3.5,5.5,0.636,0.0,6.0,6.0,3.0,1.0,1.0,2.0,0.0,15.0
99.0,P.J. Washington,27.0,DAL,PF,16.0,16.0,31.3,5.3,12.3,0.434,1.5,4.5,0.333,3.8,7.8,0.492,0.495,2.9,4.3,0.667,1.1,6.6,7.8,2.3,1.0,1.1,2.7,2.3,15.0
100.0,Jabari Smith Jr.,22.0,HOU,PF,13.0,13.0,33.2,5.5,12.4,0.441,2.3,5.8,0.395,3.2,6.5,0.482,0.534,1.7,2.2,0.786,1.5,5.5,6.9,1.8,0.7,0.8,1.1,3.1,14.9
101.0,Jarrett Allen,27.0,CLE,C,14.0,14.0,26.0,5.6,9.8,0.577,0.0,0.3,0.0,5.6,9.5,0.594,0.577,3.5,4.6,0.766,2.4,5.2,7.6,1.9,1.1,0.9,1.6,1.5,14.8
102.0,Nic Claxton,26.0,BRK,C,15.0,15.0,29.8,5.5,9.7,0.572,0.0,0.4,0.0,5.5,9.3,0.597,0.572,3.7,5.4,0.691,2.9,4.6,7.5,4.4,0.8,1.3,1.5,2.7,14.8
103.0,Darius Garland,26.0,CLE,PG,4.0,4.0,25.0,4.3,12.0,0.354,2.5,5.8,0.435,1.8,6.3,0.28,0.458,3.8,3.8,1.0,1.0,1.8,2.8,5.5,0.8,0.0,2.3,2.3,14.8
104.0,Aaron Wiggins,27.0,OKC,SG,9.0,5.0,27.6,5.7,12.3,0.459,2.8,6.7,0.417,2.9,5.7,0.51,0.572,0.7,1.0,0.667,1.0,2.7,3.7,2.2,0.4,0.8,1.0,2.2,14.8
105.0,Cedric Coward,22.0,MEM,SG,16.0,3.0,26.5,4.9,10.1,0.481,2.0,4.9,0.41,2.9,5.3,0.548,0.58,2.9,3.2,0.902,1.6,4.6,6.3,2.9,0.8,0.4,1.3,2.0,14.6
106.0,Brandon Miller,23.0,CHO,SF,2.0,2.0,20.0,5.0,12.5,0.4,1.0,5.5,0.182,4.0,7.0,0.571,0.44,3.5,5.0,0.7,0.0,0.0,0.0,4.0,0.5,0.5,1.5,2.5,14.5
107.0,Walker Kessler,24.0,UTA,C,5.0,5.0,30.8,5.2,7.4,0.703,1.2,1.6,0.75,4.0,5.8,0.69,0.784,2.8,4.0,0.7,4.6,6.2,10.8,3.0,1.4,1.8,3.2,4.4,14.4
108.0,Isaiah Joe,26.0,OKC,SG,12.0,0.0,25.3,4.3,9.6,0.443,3.3,7.8,0.415,1.0,1.8,0.571,0.613,2.4,2.7,0.906,0.6,2.3,2.9,1.7,0.8,0.2,0.9,1.8,14.2
109.0,Matas Buzelis,21.0,CHI,PF,15.0,15.0,27.7,5.1,10.9,0.47,1.7,4.3,0.385,3.5,6.6,0.525,0.546,2.2,2.5,0.868,1.1,4.4,5.5,1.4,0.7,1.3,1.9,3.2,14.1
110.0,Dylan Harper,19.0,SAS,SG,6.0,0.0,23.3,5.3,10.7,0.5,0.8,2.3,0.357,4.5,8.3,0.54,0.539,2.5,3.0,0.833,0.8,3.2,4.0,3.8,0.7,0.0,1.8,3.0,14.0
111.0,Obi Toppin,27.0,IND,PF,3.0,0.0,27.3,5.0,12.0,0.417,1.0,5.7,0.176,4.0,6.3,0.632,0.458,3.0,3.0,1.0,1.0,5.7,6.7,1.7,1.0,0.0,2.0,2.3,14.0
