Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
437,Isaac Jones,25,2TM,PF,4,1,18,0,0,0,100,0,-54.6,-42.5,0,0,2,0,0,0,2,0,0
437,Isaac Jones,25,SAC,PF,3,1,17,0,0,0,100,0,-47.0,-33.8,0,0,2,0,0,0,2,0,0
437,Isaac Jones,25,DET,PF,1,0,1,0,0,0,100,0,-183.3,-190.4,0,0,0,0,0,0,0,0,0
438,Hunter Tyson,25,DEN,PF,5,0,17,0,0,8,92,0,-22.0,-34.4,0,0,1,0,0,0,0,0,3
439,N'Faly Dante,24,ATL,C,4,0,15,0,0,0,0,100,30.3,28.8,1,0,1,0,0,0,0,0,0
440,Ron Harper Jr.,25,BOS,SF,3,0,15,0,37,63,0,0,21.0,16.1,0,0,2,0,0,0,8,0,0
441,Pacome Dadiet,20,NYK,SG,5,0,14,0,67,30,4,0,-12.9,-19.3,0,0,1,0,0,0,4,0,0
442,Daeqwon Plowden,27,SAC,SG,1,0,14,10,41,30,20,0,-46.4,-33.2,0,0,0,0,0,0,0,0,1
443,Anthony Gill,33,WAS,PF,5,0,13,0,0,0,85,15,-36.4,-21.3,2,0,0,0,1,0,0,0,1
444,Harrison Ingram,23,SAS,SF,3,0,11,0,35,65,0,0,44.0,38.0,0,0,1,0,0,0,0,0,0
445,Miles Kelly,23,DAL,PG,2,0,11,0,100,0,0,0,-17.2,-10.5,0,0,0,1,0,0,0,0,0
446,Jahmir Young,25,MIA,PG,2,0,10,100,0,0,0,0,-41.7,-45.8,0,1,2,0,0,0,6,0,1
447,Thanasis Antetokounmpo,33,MIL,SF,4,0,9,0,0,0,99,2,31.6,33.1,0,0,0,0,0,0,0,0,0
448,Jacob Toppin,25,ATL,SF,3,0,9,0,0,85,15,0,38.9,37.3,0,0,0,0,0,0,0,0,0
449,Javonte Cooke,26,POR,SG,1,0,9,41,59,0,0,0,-16.4,-14.6,2,0,0,0,0,0,2,0,2
450,Kevin Porter Jr.,25,MIL,PG,1,1,9,80,20,0,0,0,75.3,77.5,0,0,0,0,1,0,5,0,0
451,Riley Minix,25,SAS,SF,3,0,8,0,0,45,55,0,60.3,54.4,0,0,0,0,0,0,2,0,0
452,Danny Wolf,21,BRK,PF,3,0,8,0,0,0,72,28,26.7,39.2,0,0,0,0,0,0,5,0,0
453,Adou Thiero,21,LAL,SF,2,0,8,0,0,65,35,0,-12.5,-15.6,0,0,2,0,1,0,0,0,0
454,Trey Jemison,26,NYK,C,1,0,8,0,0,0,0,100,2.7,-3.2,0,0,0,0,0,0,0,0,0
455,Doug McDermott,34,SAC,SF,1,0,8,0,0,100,0,0,42.1,56.7,1,0,1,0,0,0,0,0,0
456,Hunter Sallis,22,PHI,SG,3,0,7,43,57,0,0,0,-6.7,-8.6,1,1,1,0,0,0,3,0,0
457,Chris Mañon,24,LAL,SG,2,0,7,0,82,18,0,0,24.2,21.5,0,0,1,0,0,0,0,0,0
458,Amari Williams,24,BOS,PF,2,0,7,0,0,0,0,100,58.8,54.0,0,0,1,0,0,0,2,0,1
459,Colby Jones,23,DET,SG,1,0,7,0,0,100,0,0,89.5,83.5,0,0,1,0,0,0,4,0,0
460,Johni Broome,23,PHI,PF,2,0,6,0,0,0,0,100,-7.7,-9.6,0,0,0,0,0,0,2,0,0
461,Christian Koloko,25,LAL,C,2,0,6,0,0,0,0,100,-96.2,-99.9,0,0,1,0,0,0,0,0,0
462,Garrett Temple,39,TOR,SG,2,0,6,0,74,26,0,0,-81.9,-87.2,0,0,0,0,0,0,0,0,1
463,Jahmai Mashack,23,MEM,SG,1,0,6,100,0,0,0,0,8.3,13.5,0,0,0,0,0,0,0,0,0
464,Jamal Cain,26,ORL,SF,3,0,5,0,97,3,0,0,81.8,77.9,1,0,1,0,0,0,3,0,0
465,Hunter Dickinson,25,NOP,C,1,0,5,0,0,0,0,100,-120.0,-107.3,1,0,1,1,0,0,0,0,0
466,Sharife Cooper,24,WAS,PG,2,0,4,100,0,0,0,0,-71.4,-56.2,1,0,0,0,0,0,0,0,0
467,DaRon Holmes,23,DEN,PF,2,0,4,0,0,0,0,100,-8.9,-20.6,0,0,1,0,0,0,0,0,0
468,Koby Brea,23,PHO,SG,1,0,4,0,100,0,0,0,-90.9,-97.6,0,0,0,0,0,0,2,0,0
469,Pete Nance,25,MIL,PF,1,0,4,0,0,0,4,97,115.3,117.1,0,0,0,0,0,0,0,0,0
470,Jamaree Bouyea,26,PHO,PG,1,0,3,100,0,0,0,0,-37.5,-43.7,0,0,0,0,0,0,3,0,0
471,Myron Gardner,24,MIA,SF,1,0,3,0,0,100,0,0,-17.9,-21.4,0,0,1,0,0,0,3,0,0
472,Kyle Lowry,39,PHI,PG,1,0,3,100,0,0,0,0,-48.2,-50.2,0,0,0,0,0,0,2,0,0
473,Orlando Robinson,25,ORL,C,1,0,2,0,0,0,0,100,-108.3,-112.9,0,0,1,0,0,0,0,0,0
