TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD1,OPP_PTS_RANK,PLUS_MINUS_RANK
1611661324,Minnesota Lynx,44,34,10,0.773,1765.0,1251.0,2959.0,0.423,345.0,1042.0,0.331,526.0,679.0,0.775,394.0,1071.0,1465.0,827.0,677.0,295.0,124.0,211.0,720.0,704.0,3373.0,-414.0,1,1,15,3,3,32,38,3,35,35,13,31,31,16,41,32,35,31,2,34,29,3,31,12,32,1
1610612750,Minnesota Timberwolves,20,14,6,0.7,920.0,762.0,1704.0,0.447,244.0,695.0,0.351,379.0,527.0,0.719,252.0,601.0,853.0,488.0,336.0,162.0,92.0,120.0,458.0,461.0,2147.0,-133.0,29,14,3,4,35,7,11,16,11,8,28,9,15,1,22,7,11,9,28,7,8,17,13,32,7,7
1610612740,New Orleans Pelicans,20,2,18,0.1,925.0,836.0,1702.0,0.491,277.0,791.0,0.35,375.0,483.0,0.776,224.0,652.0,876.0,549.0,314.0,193.0,140.0,67.0,459.0,451.0,2324.0,246.0,29,43,35,43,31,21,10,43,20,21,27,8,8,20,7,17,16,25,33,19,32,43,14,33,18,39
1610612752,New York Knicks,19,10,9,0.526,872.0,735.0,1580.0,0.465,264.0,701.0,0.377,351.0,457.0,0.768,183.0,600.0,783.0,473.0,293.0,148.0,90.0,86.0,423.0,415.0,2085.0,-43.0,38,28,11,22,41,5,3,31,16,12,40,4,5,14,1,6,3,7,37,3,4,38,8,39,4,20
1611661313,New York Liberty,44,27,17,0.614,1760.0,1305.0,3078.0,0.424,361.0,1145.0,0.315,563.0,761.0,0.74,425.0,1129.0,1554.0,873.0,601.0,308.0,144.0,192.0,740.0,714.0,3534.0,-179.0,1,4,33,11,10,38,42,4,38,41,2,33,35,4,43,38,40,37,6,36,33,5,35,11,36,4
1610612760,Oklahoma City Thunder,24,20,4,0.833,1108.0,808.0,1934.0,0.418,302.0,871.0,0.347,464.0,587.0,0.79,250.0,748.0,998.0,518.0,449.0,195.0,101.0,120.0,526.0,530.0,2382.0,-271.0,15,10,1,1,15,14,26,2,30,29,24,28,28,32,20,28,26,17,14,21,15,17,26,16,22,3
1610612753,Orlando Magic,21,9,12,0.429,973.0,804.0,1763.0,0.456,229.0,651.0,0.352,424.0,558.0,0.76,230.0,634.0,864.0,466.0,332.0,192.0,104.0,116.0,479.0,475.0,2261.0,-7.0,23,32,20,29,25,11,17,23,3,1,29,20,22,8,10,15,13,5,29,17,19,20,19,26,13,24
1610612755,Philadelphia 76ers,23,13,10,0.565,1049.998333,876.0,1936.0,0.452,294.0,831.0,0.354,398.0,525.0,0.758,246.0,693.0,939.0,546.0,349.0,192.0,121.0,144.0,536.0,490.0,2444.0,-5.0,17,17,15,18,17,25,27,19,28,25,31,15,14,6,17,23,23,24,23,17,27,10,28,20,25,25
1611661317,Phoenix Mercury,44,27,17,0.614,1760.0,1257.0,2945.0,0.427,347.0,1082.0,0.321,664.0,826.0,0.804,370.0,1184.0,1554.0,868.0,662.0,315.0,169.0,164.0,722.0,782.0,3525.0,-118.0,1,4,33,11,10,33,37,5,36,38,6,40,39,40,36,42,40,36,4,37,36,8,32,5,35,13
1610612756,Phoenix Suns,20,11,9,0.55,925.0,771.0,1674.0,0.461,235.0,700.0,0.336,386.0,492.0,0.785,232.0,578.0,810.0,503.0,350.0,184.0,98.0,90.0,409.0,473.0,2163.0,-82.0,29,24,11,20,31,9,8,29,8,11,16,11,9,25,12,3,4,13,22,12,13,36,3,28,8,16
1610612757,Portland Trail Blazers,20,9,11,0.45,925.0,812.0,1739.0,0.467,226.0,659.0,0.343,437.0,546.0,0.8,258.0,617.0,875.0,495.0,348.0,214.0,125.0,102.0,478.0,470.0,2287.0,2.0,29,32,18,28,31,16,15,33,2,2,20,23,20,39,25,11,15,11,25,27,30,32,17,29,15,26
1610612758,Sacramento Kings,22,8,14,0.364,1008.0,904.0,1870.0,0.483,268.0,800.0,0.335,421.0,533.0,0.79,234.0,725.0,959.0,573.0,323.0,185.0,98.0,81.0,460.0,463.0,2497.0,164.0,21,36,25,32,22,28,21,40,18,23,15,19,17,31,13,25,25,28,31,13,13,40,15,31,26,35
1610612759,San Antonio Spurs,23,16,7,0.696,1047.0,829.0,1893.0,0.438,291.0,796.0,0.366,414.0,542.0,0.764,225.0,649.0,874.0,532.0,344.0,197.0,104.0,115.0,482.0,515.0,2363.0,-131.0,17,11,6,6,18,18,24,11,27,22,35,16,19,10,8,16,14,21,26,22,19,21,21,17,20,8
1611661328,Seattle Storm,44,23,21,0.523,1770.0,1287.0,2907.0,0.443,314.0,935.0,0.336,636.0,802.0,0.793,367.0,1216.0,1583.0,861.0,708.0,297.0,186.0,223.0,731.0,751.0,3524.0,-90.0,1,7,37,23,2,35,35,14,32,31,18,37,37,35,35,43,43,35,1,35,40,1,33,8,34,15
1610612761,Toronto Raptors,20,14,6,0.7,920.0,735.0,1624.0,0.453,224.0,695.0,0.322,452.0,574.0,0.787,234.0,619.0,853.0,462.0,383.0,167.0,114.0,90.0,445.0,490.0,2146.0,-127.0,29,14,3,4,35,5,5,20,1,8,8,25,25,29,13,12,11,4,17,9,25,36,11,20,6,11
1610612762,Utah Jazz,22,9,13,0.409,1009.0,899.0,1914.0,0.47,301.0,862.0,0.349,419.0,529.0,0.792,256.0,682.0,938.0,590.0,349.0,202.0,130.0,84.0,550.0,513.0,2518.0,88.0,21,32,23,31,21,27,25,38,29,28,26,18,16,33,24,22,22,29,23,24,31,39,30,18,27,31
1611661322,Washington Mystics,44,16,28,0.364,1765.0,1291.0,2905.0,0.444,352.0,1067.0,0.33,655.0,823.0,0.796,322.0,1099.0,1421.0,879.0,601.0,350.0,173.0,140.0,863.0,800.0,3589.0,195.0,1,11,40,32,3,36,34,15,37,37,11,39,38,37,31,36,32,38,6,41,37,11,43,4,39,37
1610612764,Washington Wizards,19,3,16,0.158,882.0,805.0,1722.0,0.467,271.0,738.0,0.367,368.0,479.0,0.768,260.0,666.0,926.0,512.0,260.0,203.0,109.0,103.0,358.0,432.0,2249.0,258.0,38,41,30,41,38,12,12,34,19,18,38,7,7,15,27,20,21,15,42,25,23,31,1,37,12,40
