Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
440,Tolu Smith,25,DET,PF,2,0,22,0,0,0,0,100,0.4,-6.6,0,1,1,0,4,0,6,1,1
441,Johnny Juzang,24,MIN,SG,7,0,21,0,55,40,5,0,30.4,24.8,1,0,3,0,1,0,2,0,0
442,Antonio Reeves,25,CHO,SG,2,0,21,0,30,70,0,0,30.3,35.5,0,0,0,0,0,0,0,0,0
443,James Wiseman,24,IND,C,1,1,20,0,0,0,30,70,-41.5,-30.8,1,2,0,0,0,0,0,0,0
444,Pacome Dadiet,20,NYK,SG,7,0,19,0,75,22,3,0,-16.9,-23.1,0,0,1,0,0,0,4,0,0
445,Anthony Gill,33,WAS,PF,6,0,18,0,0,0,63,37,-26.1,-12.8,2,0,1,0,1,0,0,0,1
446,Isaac Jones,25,2TM,PF,4,1,18,0,0,0,100,0,-54.6,-44.7,0,0,2,0,0,0,2,0,0
446,Isaac Jones,25,SAC,PF,3,1,17,0,0,0,100,0,-47.0,-36.2,0,0,2,0,0,0,2,0,0
446,Isaac Jones,25,DET,PF,1,0,1,0,0,0,100,0,-183.3,-190.4,0,0,0,0,0,0,0,0,0
447,Hunter Sallis,22,PHI,SG,5,0,17,44,53,3,0,0,0.0,1.3,2,2,2,0,1,0,9,0,0
448,Jacob Toppin,25,ATL,SF,5,0,17,0,0,92,8,0,45.2,44.1,0,0,0,0,0,0,3,0,0
449,Jahmir Young,25,MIA,PG,4,0,17,100,0,0,0,0,-33.3,-39.8,0,1,3,0,0,0,8,0,3
450,Garrison Mathews,29,IND,SG,2,0,16,0,100,0,0,0,-13.2,-1.8,1,0,1,0,0,0,2,0,0
451,Thanasis Antetokounmpo,33,MIL,SF,6,0,15,0,0,0,99,1,58.0,61.4,0,0,1,0,2,0,0,1,0
452,N'Faly Dante,24,ATL,C,4,0,15,0,0,0,0,100,30.3,28.9,1,0,1,0,0,0,0,0,0
453,Ron Harper Jr.,25,BOS,SF,3,0,15,0,37,63,0,0,21.0,16.6,0,0,2,0,0,0,8,0,0
454,Chris Livingston,22,CLE,SF,1,0,14,0,0,100,0,0,38.3,34.5,0,0,1,0,1,0,2,1,0
455,Daeqwon Plowden,27,SAC,SG,1,0,14,10,41,30,20,0,-46.4,-35.5,0,0,0,0,0,0,0,0,1
456,Harrison Ingram,23,SAS,SF,3,0,11,0,35,65,0,0,44.0,38.9,0,0,1,0,0,0,0,0,0
457,Miles Kelly,23,DAL,PG,2,0,11,0,100,0,0,0,-17.2,-11.1,0,0,0,1,0,0,0,0,0
458,Pete Nance,25,MIL,PF,3,0,10,0,0,0,2,99,110.5,114.1,0,0,0,0,0,0,3,0,0
459,Garrett Temple,39,TOR,SG,3,0,10,0,84,16,0,0,-56.5,-63.9,1,0,1,0,0,0,2,0,1
460,Trey Jemison,26,NYK,C,2,0,10,0,0,0,0,100,-14.3,-20.2,0,0,1,1,0,0,0,0,0
461,Myron Gardner,24,MIA,SF,3,0,9,0,0,100,0,0,-19.8,-25.7,0,0,1,0,0,0,3,0,0
462,Adou Thiero,21,LAL,SF,3,0,9,0,0,69,31,0,-16.5,-20.5,0,0,3,0,1,0,0,0,0
463,Kevin Porter Jr.,25,MIL,PG,1,1,9,80,20,0,0,0,75.3,78.6,0,0,0,0,1,0,5,0,0
464,Riley Minix,25,SAS,SF,3,0,8,0,0,45,55,0,60.3,55.3,0,0,0,0,0,0,2,0,0
465,Danny Wolf,21,BRK,PF,3,0,8,0,0,0,72,28,26.7,38.2,0,0,0,0,0,0,5,0,0
466,Doug McDermott,34,SAC,SF,1,0,8,0,0,100,0,0,42.1,54.2,1,0,1,0,0,0,0,0,0
467,Sharife Cooper,24,WAS,PG,3,0,7,100,0,0,0,0,-95.5,-82.5,1,0,0,0,0,0,0,0,0
468,Jamaree Bouyea,26,PHO,PG,2,0,7,100,0,0,0,0,-32.1,-36.8,0,0,0,0,0,0,3,0,0
469,Chris Mañon,24,LAL,SG,2,0,7,82,0,18,0,0,24.2,20.6,0,0,1,0,0,0,0,0,0
470,Amari Williams,24,BOS,PF,2,0,7,0,0,0,0,100,58.8,54.4,0,0,1,0,0,0,2,0,1
471,Colby Jones,23,DET,SG,1,0,7,0,0,100,0,0,89.5,83.4,0,0,1,0,0,0,4,0,0
472,Noa Essengue,19,CHI,PF,2,0,6,0,0,0,74,26,-107.1,-105.0,0,0,1,0,0,0,0,0,1
473,Christian Koloko,25,LAL,C,2,0,6,0,0,0,0,100,-96.2,-100.6,0,0,1,0,0,0,0,0,0
474,Jahmai Mashack,23,MEM,SG,1,0,6,0,100,0,0,0,8.3,13.2,0,0,0,0,0,0,0,0,0
475,Hunter Dickinson,25,NOP,C,1,0,5,0,0,0,0,100,-120.0,-108.9,1,0,1,1,0,0,0,0,0
476,DaRon Holmes,23,DEN,PF,2,0,4,0,0,0,100,0,-8.9,-19.3,0,0,1,0,0,0,0,0,0
477,Koby Brea,23,PHO,SG,1,0,4,0,100,0,0,0,-90.9,-95.9,0,0,0,0,0,0,2,0,0
478,Isaiah Crawford,24,HOU,SF,1,0,3,0,0,100,0,0,-33.3,-44.4,0,0,0,0,0,0,0,0,0
479,Tosan Evbuomwan,24,NYK,SF,1,0,3,0,0,100,0,0,-83.3,-89.2,0,0,0,0,0,0,0,0,0
480,Kyle Lowry,39,PHI,PG,1,0,3,100,0,0,0,0,-48.2,-47.1,0,0,0,0,0,0,2,0,0
481,Drew Timme,25,LAL,PF,1,0,1,0,0,0,93,7,-33.3,-37.1,0,0,0,0,0,0,0,0,0
